company_names,about,jobs,location,salaries,reviews,interviews,ratings
V.S.T Tillers Tractors,Industrial Machinery,5,Bengaluru,1.8k,525,41,3.5
V.S.T Tillers Tractors,Industrial Machinery,5,Bengaluru,1.8k,525,41,3.5
Bharat Gears,Auto Components,--,Faridabad,2k,524,27,4.0
Satyam Auto Components,Auto Components,1,Gurugram,2.2k,526,38,3.9
CDK Global,IT Services & Consulting,34,Hyderabad,3.4k,524,40,3.8
MUTHOOT HOMEFIN (I) LTD.,NBFC,--,Mumbai,1.3k,522,30,3.8
Wockhardt Hospital,Healthcare,29,Mumbai,1.6k,522,23,4.0
GUS Education India,Education & Training,12,Hyderabad,2.1k,522,50,3.2
Innovatiview India Ltd,Emerging Technologies,15,Noida,1.3k,522,75,4.3
House Of Anita Dongre,Fashion & Textile,4,Mumbai,1.5k,522,19,4.2
Karvy Data Management Services,Analytics & KPO,--,Hyderabad,2.2k,521,19,3.8
Tradeshala,Education & Training,--,Bengaluru,35,521,119,4.5
Vidal Health Insurance,Insurance,--,Bengaluru,1.9k,520,21,3.7
Ge India Industrial,Industrial Machinery,--,Pune,2k,520,19,4.2
Metro Group of Hospitals,Healthcare,57,New Delhi,1.3k,521,15,3.8
Indecomm Global Services,IT Services & Consulting,11,Bengaluru,2.6k,520,29,3.9
Hafele,Furniture & Furnishing,21,Mumbai,2.1k,519,32,3.9
Foray Software,IT Services & Consulting,39,Hyderabad,3.6k,519,39,3.4
Suprajit Engineering,Auto Components,2,Bengaluru,2.4k,519,39,3.9
ACTE,Education & Training,1,Chennai,111,519,9,4.7
Aptus Value Housing Finance India,NBFC,5,Chennai,1.3k,519,21,4.1
Pierian Services,Management Consulting,21,Bengaluru,2.6k,519,39,3.3
Ziqitza Health Care,Healthcare,--,Mumbai,1.2k,518,25,3.9
Consero Global Solutions,Financial Services,--,Bengaluru,2.9k,518,101,3.0
Quikr,Internet,9,Bengaluru,2.1k,518,33,3.5
EC-Council,EdTech,22,Hyderabad,2.5k,519,49,4.1
Coats,Fashion & Textile,36,Bengaluru,1.8k,518,26,3.6
JK Tech,IT Services & Consulting,5,Bengaluru,3.2k,517,38,3.7
Hitech Projects Limited,Engineering & Construction,--,Ahmedabad,653,517,58,4.6
Chemplast Sanmar,Chemicals,46,Salem,2.4k,517,46,3.4
ATS Infrastructure,Real Estate,--,Noida,1.8k,517,33,4.1
DiGibizz,Mumbai +162 other locations,--,Mumbai,1,--,--,Mumbai +162 other locations
Vishwa Samudra Engineering,Engineering & Construction,1,Hyderabad,1.5k,546,35,3.6
PEGATRON,Electronics Manufacturing,--,Chennai,2.1k,515,29,3.9
Indian Bank,Banking,--,Chennai,1.8k,515,27,3.4
Saksoft,IT Services & Consulting,1,Bengaluru,3.4k,515,50,3.4
Mobikwik,FinTech,24,Gurugram,2.5k,515,61,3.5
Metalman Auto,Auto Components,7,Chhatrapati Sambhajinagar,1.9k,515,24,3.9
Lakme,Beauty & Personal Care,--,Mumbai,1.6k,515,25,4.1
Metriqe Solutions,BPO,3,Chennai,1.3k,515,27,3.9
IKF Finance,NBFC,7,Hyderabad,1.3k,515,26,3.9
F1 Info Solutions and Services,IT Services & Consulting,--,Noida,1.2k,514,26,3.7
Amar Ujala,Printing & Publishing,1,Noida,1.7k,514,20,3.9
RSB Transmissions,Auto Components,--,Pune,2.1k,515,37,3.9
Pitti Engineering,Industrial Machinery,3,Hyderabad,2k,514,28,3.8
Williams Lea,BPO,10,Chennai,3k,515,48,3.6
OutworX,IT Services & Consulting,7,Pune,2.2k,514,35,3.5
OMICS International,Printing & Publishing,--,Hyderabad,1.7k,514,25,2.5
AML RightSource,IT Services & Consulting,41,New Delhi,3.2k,567,58,2.7
Hitachi Systems,IT Services & Consulting,2,Mumbai,2.6k,515,17,3.9
Macquarie Group,Financial Services,144,Gurugram,4.6k,513,52,3.1
Morepen Laboratories,Pharma,36,New Delhi,1.8k,512,24,3.9
Spectrum Talent Management,Recruitment,--,Noida,2k,513,35,3.5
Hindusthan National Glass,Packaging,--,Bahadurgarh,2k,512,33,3.7
Vivanta by Taj,Hospitality,--,New Delhi,1k,512,27,4.2
Galaxy Surfactants,Chemicals,--,Mumbai,2k,511,28,3.8
Ramraj Cotton,Fashion & Textile,9,Tiruppur,1.1k,511,42,4.1
Nivea,Beauty & Personal Care,6,Mumbai,1.8k,513,29,4.1
Dr. Agarwal's Eye Hospital,Healthcare,54,Chennai,1.6k,512,37,3.8
Securitas,Law Enforcement & Security,7,Gurugram,1.9k,510,38,3.8
AT&T,Telecom,8,Bengaluru,4.6k,510,65,3.8
CMR Green Technologies,Metals & Mining,60,Faridabad,1.7k,510,56,3.5
Centum Learning,Education & Training,4,New Delhi,1.3k,509,26,3.8
Hero Cycles,Automobile,5,Ludhiana,1.8k,509,55,3.3
Amara Raja Infra,Engineering & Construction,--,Hyderabad,1.5k,511,53,3.9
Ministry of Defence,Government,--,New Delhi,1.8k,509,18,4.3
LearningMate Solutions,EdTech,20,Mumbai,3.6k,509,48,2.9
Cairn Energy,Oil & Gas,--,Barmer,2.9k,508,33,3.6
Kokilaben Dhirubhai Ambani Hospital,Healthcare,38,Mumbai,1.7k,508,31,3.7
Poorvika Mobiles,Retail,4,Chennai,1.7k,508,33,4.0
Webskitters,IT Services & Consulting,1,Kolkata,828,508,19,3.8
Muthoottu Mini Financiers,NBFC,26,Bengaluru,1.4k,507,26,3.4
Insolutions Global,FinTech,17,Mumbai,2.7k,506,36,3.6
FinThrive,Analytics & KPO,5,Chennai,1.5k,506,21,3.5
RapiPay,FinTech,1,Noida,1.6k,506,39,3.6
QHTalbros,Auto Components,1,Gurugram,1.4k,505,18,3.7
HSBC Global Banking and Markets,Banking,--,Bengaluru,3.4k,505,29,3.9
Adda 247,EdTech,30,Gurugram,1.8k,505,78,3.6
Cuemath,EdTech,30,Bengaluru,1.9k,505,49,3.4
Pace Setters Business Solutions,BPO,2,Mumbai,1.2k,505,23,3.5
RSM India,Mumbai +36 other locations,20,Mumbai,2.6k,505,67,3.3
BharatMatrimony.com,Internet,--,Chennai,1.4k,504,23,3.9
Atomberg Technologies,Consumer Electronics & Appliances,25,Pune,2.4k,504,40,3.8
Vakrangee,BPO,--,Mumbai,1.1k,503,9,3.6
TÜV Rheinland,"Testing, Inspection and Certification (TIC)",5,Bengaluru,1.8k,503,21,4.1
Innovaccer,Software Product,59,Noida,3.5k,503,95,3.3
Mobile Programming,IT Services & Consulting,144,Bengaluru,3.6k,503,80,2.9
Addverb Technologies,Industrial Automation,11,Noida,2.3k,503,88,3.5
Deloitte Digital,IT Services & Consulting,--,Bengaluru,3.1k,502,62,3.8
Sarovar Hotels & Resorts,Hospitality,--,New Delhi,1.3k,502,20,4.1
BKT Tyres,Auto Components,7,Bhuj,1.9k,502,77,4.2
Dalmia Bharat Group,Building Material,--,New Delhi,2k,502,35,3.9
African Industries,Iron & Steel,12,Lagos,1k,502,37,3.9
Stylebaazar,Retail,22,Kolkata,1.1k,502,38,4.0
Safari Industries India,Retail,4,Mumbai,1.8k,502,36,3.9
Hamdard,FMCG,4,New Delhi,1.4k,502,43,4.0
Great Learning,EdTech,22,Bengaluru,3.7k,502,69,3.5
CARE,Non-Profit,--,Patna,1.2k,501,41,4.3
Nelito System,IT Services & Consulting,22,Mumbai,2.4k,501,30,3.3
Alight Solutions,IT Services & Consulting,8,Gurugram,2.7k,500,30,3.3
Johnson Matthey,Metals & Mining,9,Gurugram,1.9k,500,42,3.8
Alight Solutions,IT Services & Consulting,8,Gurugram,2.7k,500,30,3.3
Lotus Herbals Private Limited,Beauty & Personal Care,4,New Delhi,1.4k,499,46,4.1
Tuaman Engineering,Engineering & Construction,1,Kolkata,1.5k,501,69,4.2
SunTec Web Services,BPO,2,New Delhi,1.8k,499,51,3.2
ServiceNow,Software Product,4,Hyderabad,5.7k,499,135,4.0
Rakuten,IT Services & Consulting,12,Bengaluru,5.3k,499,95,3.5
Emerson Electric Co.,IT Services & Consulting,247,Pune,3.2k,499,57,4.0
Alchemy Techsol India,IT Services & Consulting,--,Bengaluru,2.1k,499,91,3.4
LIC Housing Finance,NBFC,--,Mumbai,1.4k,498,21,3.9
Gyan Dairy,Food Processing,4,Lucknow,1.3k,498,49,4.0
Future Lifestyle Fashion,Retail,--,Bengaluru,1.6k,498,8,4.2
Axa XL,Insurance,153,Gurugram,3.6k,499,50,3.6
Rusan Pharma,Pharma,12,Dehradun,1.8k,498,24,3.5
Kandhari Beverages,Beverage,4,Jammu,1.6k,497,31,3.8
BCG,Management Consulting,22,Gurugram,7.7k,497,220,3.7
ZEISS India,Industrial Machinery,9,Bengaluru,2.7k,497,34,3.7
Sheela Foam,Furniture & Furnishing,1,Noida,1.5k,497,30,3.9
Micron Technology,Semiconductors,12,Hyderabad,4.4k,497,81,3.6
BharatPe,FinTech,1,Gurugram,2.6k,497,51,3.5
Sterling Tools,Auto Components,3,Faridabad,1.2k,515,76,4.3
TRINAMIX,IT Services & Consulting,27,Pune,904,496,64,4.4
Global Autotech,Auto Components,4,Greater Noida,2.1k,495,52,4.0
Varuna Integrated Logistics,Logistics,7,Gurugram,1.6k,493,37,3.8
Pepperfry,Furniture & Furnishing,4,Mumbai,2k,495,34,3.1
Hinduja Tech,IT Services & Consulting,96,Chennai,3.2k,494,33,3.1
Voya India,Financial Services,15,Bengaluru,3k,494,29,3.7
Communications Test Design,IT Services & Consulting,18,Bengaluru,1.7k,493,31,3.7
Jindal Power Limited,Power,20,Raigarh,1.6k,493,50,4.3
Techwave Consulting,IT Services & Consulting,14,Hyderabad,3.6k,493,41,3.7
Adani Cement,Building Material,--,Ahmedabad,1.9k,494,53,3.5
N+A,Financial Services,5,Bengaluru,18.1k,492,169,3.8
ThoughtSol Infotech Limited,IT Services & Consulting,19,New Delhi,575,492,92,4.6
India Post,Government,--,Bengaluru,1.4k,493,24,3.7
Markets and Markets,Analytics & KPO,11,Pune,2.7k,492,62,2.8
MindGate Solutions,IT Services & Consulting,8,Mumbai,3.1k,492,76,3.1
QUICK HEAL TECHNOLOGIES,Software Product,5,Pune,2.6k,492,30,3.6
Kalyani Technoforge,Auto Components,9,Pune,1.9k,492,21,3.8
Mars International India,Food Processing,21,Hyderabad,1.7k,492,19,4.2
QBurst Technologies,Software Product,24,Kochi,4k,492,85,4.3
Yardi Systems,Software Product,1,Pune,2.5k,491,78,3.6
HealthifyMe,Internet,2,Bengaluru,1.6k,491,51,2.7
Texmo Industries,Industrial Machinery,3,Coimbatore,1.6k,491,27,3.8
Go First,Aviation,--,Mumbai,2k,491,50,3.9
Value Point Systems,IT Services & Consulting,37,Bengaluru,2.2k,491,29,3.5
Par Health,Pharma,--,Indore,2.1k,491,27,4.1
2COMS,Kolkata +51 other locations,272,Kolkata,1.4k,491,60,3.2
Tractebel,Engineering & Construction,19,Gurugram,1.6k,490,46,4.1
Medikabazaar,Medical Equipment,3,Mumbai,936,489,14,4.3
Bira 91,Beverage,--,New Delhi,1.5k,488,29,3.3
Juniper Networks,Hardware & Networking,--,Bengaluru,4.4k,488,76,4.2
Trimax IT Infrastructure Services,IT Services & Consulting,--,Mumbai,1.1k,487,13,3.6
Kirby Building Systems,Building Material,2,Hyderabad,1.9k,488,25,4.0
Akal Information Systems,Software Product,19,New Delhi,1.8k,488,26,4.3
Sadbhav Engineering,Engineering & Construction,--,Ahmedabad,1.2k,487,10,4.2
Maersk Line,Logistics,--,Pune,2.4k,487,33,4.0
InCred Finance,NBFC,27,Mumbai,2.4k,487,32,3.8
Ivrcl Infrastructures & Projects,Engineering & Construction,1,Hyderabad,840,486,9,4.3
Romsons Group Of Industries,Medical Equipment,7,Agra,1.6k,486,37,3.7
Sterling Holiday Resort,Hospitality,9,Chennai,1.5k,486,23,3.8
NJ India Invest,Financial Services,32,Surat,1.1k,486,54,3.7
Think Gas Ludhiana,Oil & Gas,1,Chennai,2.3k,486,50,3.6
Mahanagar Gas,Oil & Gas,3,Mumbai,2.2k,484,32,4.2
Epiroc,Industrial Machinery,63,Bengaluru,2.4k,484,43,4.1
GD Goenka Public School,Education & Training,16,New Delhi,1.3k,484,47,3.4
Sri Krishna Pharmaceuticals,Pharma,--,Hyderabad,1.8k,483,17,4.0
Invesco,Financial Services,63,Hyderabad,3.2k,483,52,3.7
C-Edge Technologies,IT Services & Consulting,5,Mumbai,2.7k,483,27,3.7
Aparna Enterprises,Building Material,16,Hyderabad,1.7k,483,38,3.9
Signature Global,Real Estate,12,Gurugram,2.2k,483,43,3.9
Saud Bahwan Group,Automobile,--,Muscat,989,482,13,3.6
Xerox,Printing & Publishing,34,Bengaluru,2.1k,482,25,3.7
Flowserve,Industrial Machinery,34,Bengaluru,3.3k,482,36,3.8
MediBuddy,Healthcare,41,Bengaluru,2.3k,482,42,3.3
Ascent Business Solutions,Analytics & KPO,3,Nagpur,2.7k,482,32,3.3
Quinnox,IT Services & Consulting,37,Bengaluru,3.4k,481,40,3.9
Ppap Automotive,Auto Components,--,Noida,1.8k,481,43,3.7
SUEZ Group,Waste Management,5,New Delhi,1.9k,481,21,4.2
Cadbury,Food Processing,--,Mumbai,983,481,27,4.3
Siemens Healthineers,Healthcare,--,Bengaluru,4k,481,68,3.9
Athenahealth Technology,Software Product,80,Chennai,3.9k,481,91,4.1
Cadbury,Food Processing,--,Mumbai,983,481,27,4.3
Athenahealth Technology,Software Product,80,Chennai,3.9k,481,91,4.1
Grindwell Norton,Industrial Machinery,--,Bengaluru,1.7k,480,27,3.5
Plastic Omnium,Automobile,40,Pune,2k,480,30,3.7
Vishvaraj Environment,Waste Management,1,Nagpur,1.8k,481,32,4.0
Otsuka Pharmaceutical India Private Limited,Pharma,22,Ahmedabad,1.6k,481,28,4.1
Bridgestone India Automotive Products,Auto Components,--,Gurugram,2.2k,480,29,4.1
National Australia Bank,Banking,5,Gurugram,3.5k,480,57,2.9
Lite Bite Foods,Hospitality,2,New Delhi,1.2k,479,22,4.3
LogixHealth,Analytics & KPO,11,Bengaluru,2.2k,478,21,3.4
Central Public Works Department,Government,--,New Delhi,1.2k,478,15,4.1
iNurture Education Solutions,EdTech,--,Bengaluru,1.4k,478,45,2.5
L. N. Malviya Infra Projects Group,Engineering & Construction,27,Bhopal,1.2k,478,27,3.1
Cosmo Films,Packaging,--,Chhatrapati Sambhajinagar,2k,478,40,3.7
Leighton Contractors,Engineering & Construction,13,Mumbai,1.1k,478,21,4.1
Jiva Ayurvedic Pharmacy,Faridabad +47 other locations,28,Faridabad,1.2k,478,43,3.8
Gilbarco Veeder Root,Industrial Machinery,--,Mumbai,2.1k,477,29,3.8
KRBL Limited,Food Processing,4,Noida,1.6k,477,37,3.8
Walkaroo International,Fashion & Textile,91,Coimbatore,2.3k,499,47,3.6
Riya Travel,Travel & Tourism,3,Mumbai,1.5k,477,13,3.6
Symbiotec Pharmalab,Pharma,1,Indore,1.9k,476,30,4.0
Alpla,Packaging,45,Hyderabad,1.8k,476,35,3.9
ASM Technologies,Engineering & Construction,22,Bengaluru,3.4k,476,45,3.5
Kellton,IT Services & Consulting,7,Gurugram,3.4k,476,63,3.0
Akamai Technologies,Software Product,22,Bengaluru,4k,476,77,4.4
Giesecke & Devrient,IT Services & Consulting,11,Gurugram,2.2k,476,33,3.4
Visa,FinTech,39,Bengaluru,6.6k,475,160,3.3
MathCo,Analytics & KPO,25,Bengaluru,2.9k,475,133,3.0
EID Parry (India),Food Processing,--,Chennai,1.5k,475,25,3.9
Teradata,Software Product,2,Hyderabad,3.7k,474,62,3.6
Namaste India Foods,Food Processing,--,Kanpur,1.2k,474,25,3.9
Matrix Business Services,Analytics & KPO,7,Chennai,2k,474,42,3.5
Westin,Hospitality,--,Mumbai,1.2k,473,21,4.1
Tetra Pak,Packaging,21,Pune,2.4k,473,43,4.1
Buzzworks Business Services,Recruitment,6,Chennai,2k,473,20,3.7
Protium Finance,NBFC,5,Mumbai,2k,474,37,3.8
Prime Focus Technologies,Software Product,--,Bengaluru,2.2k,473,41,3.1
Suzlon Global Services,Pune +62 other locations,--,Pune,1.3k,472,54,3.8
Keysight Technologies,Electronics Manufacturing,50,Gurugram,2.6k,472,36,3.8
Knowledgeworks Global,Printing & Publishing,11,Mumbai,2.1k,472,34,3.0
Knowledgeworks Global,Printing & Publishing,11,Mumbai,2.1k,472,34,3.0
Allana Group of Companies,Food Processing,--,Mumbai,1.4k,472,38,3.8
Bluestone.com,Jewellery,4,Bengaluru,2.1k,472,57,3.4
Thought Focus,IT Services & Consulting,59,Bengaluru,3.5k,472,49,3.3
Saudi Binladin Group,Engineering & Construction,--,Jeddah,721,471,33,4.2
Oriental Structural Engineers,Engineering & Construction,1,New Delhi,1.2k,471,10,4.3
McNally Bharat Engineering,Engineering & Construction,1,Kolkata,1.4k,471,13,4.0
Onshore Construction,Engineering & Construction,7,Mumbai,1.6k,471,28,3.7
Magneti Marelli Motherson Auto System,Auto Components,--,Pune,1.3k,471,24,3.8
Vindhya e-Info Media,BPO,1,Bengaluru,1.1k,471,28,3.4
Ramco Industries,Building Material,--,Chennai,1.8k,470,22,4.1
Mikuni,Auto Components,4,Neemrana,1.4k,471,27,4.1
Shalimar Paints,Chemicals,--,Gurugram,1.6k,470,31,3.5
India Glycols,Chemicals,4,Kashipur,1.9k,470,38,3.9
Star Bazaar,Retail,--,Mumbai,1.5k,469,22,3.8
AIG Hospital,Healthcare,3,Hyderabad,1.6k,469,33,4.2
Gopal Snacks Limited,FMCG,2,Rajkot,1.2k,469,41,4.2
Clove Dental,Healthcare,6,New Delhi,1.3k,469,75,4.1
Bahwan Engineering,Engineering & Construction,1,Muscat,987,469,25,4.0
Sany Heavy Industry,Industrial Machinery,3,Pune,1.9k,469,39,3.7
NBTC GROUP,Oil & Gas,4,Chennai,1k,469,22,3.2
Xanadu,Real Estate,1,Mumbai,1.8k,468,63,3.7
Jumbotail Technologies,Retail,5,Bengaluru,1.6k,469,38,3.7
Honda Logistics,Logistics,2,Bhiwadi,1.5k,468,31,3.6
Bhilosa Industries,Fashion & Textile,5,Dadra & Nagar Haveli,2.2k,468,37,3.7
Qcon,Engineering & Construction,--,Mumbai,1.1k,469,42,4.4
ESDS Software Solutions,IT Services & Consulting,1,Nashik,3k,468,37,3.3
Saxo Bank,Gurugram +5 other locations,14,Gurugram,2.5k,468,71,3.7
CollegeDekho,EdTech,8,Gurugram,2.4k,468,66,2.8
Iol Chemicals & Pharmaceuticals,Pharma,6,Barnala,1.9k,467,29,3.7
Equiniti,Financial Services,55,Chennai,3.1k,467,43,3.6
Technico Industries,Auto Components,--,Gurugram,1.9k,467,41,3.5
Sayaji Hotels,Hospitality,3,Indore,1k,466,14,4.2
Samsung Display,Electronics Manufacturing,2,Noida,2.1k,466,51,3.9
Marble Box,BPO,--,Kolkata,917,466,29,3.7
Brainvire,IT Services & Consulting,25,Ahmedabad,1.6k,466,77,2.9
Gulf Oil Lubricants,Oil & Gas,3,Mumbai,1.7k,465,29,4.0
Allied Blenders & Distillers,Beverage,--,Mumbai,1.5k,465,20,4.0
Liberty General Insurance,Insurance,4,Mumbai,1.8k,465,21,3.7
Avery Dennison,Packaging,34,Bengaluru,2k,465,41,3.7
Jindal Aluminium,Metals & Mining,23,Bengaluru,1.9k,465,48,3.9
Liberty General Insurance,Insurance,4,Mumbai,1.8k,465,21,3.7
Godrej Interio,Furniture & Furnishing,--,Mumbai,2k,464,32,3.8
British Council,Education & Training,17,New Delhi,2k,464,25,3.5
Greenpanel Industries,Furniture & Furnishing,--,Srikalahasti,1.8k,464,24,4.0
Aludecor Lamination,Building Material,9,Haridwar,1.6k,464,40,3.9
Essjay Ericsson,Analytics & KPO,--,New Delhi,864,463,11,4.2
Meghmani Organics,Chemicals,4,Bharuch,2.3k,464,45,3.7
smartData Enterprises,IT Services & Consulting,8,Nagpur,1.6k,463,39,3.0
Mediterranean Shipping Company,Ports & Shipping,1,Chennai,2.3k,463,25,4.0
NKG Infrastructure,Engineering & Construction,8,New Delhi,1.4k,463,26,3.2
Common Service Centres,Government,--,New Delhi,1.2k,465,14,4.4
Revent Group,Auto Components,--,Gurugram,707,463,17,3.8
MagicPin,Internet,12,Gurugram,1.9k,463,61,2.5
Tata International,Import & Export,20,Mumbai,2.1k,463,24,3.4
Paradeep Phosphates,Agro Chemicals,2,Paradip,1.5k,463,60,3.9
Atyati Technologies,IT Services & Consulting,3,Bengaluru,1.5k,463,33,4.0
Symphony,Consumer Electronics & Appliances,9,Ahmedabad,1k,463,63,4.6
Cloud4C,IT Services & Consulting,6,Hyderabad,3k,463,40,3.5
PC Solutions,IT Services & Consulting,2,New Delhi,1.3k,462,50,4.1
GHCL Limited,Chemicals,--,Sutrapada,1.6k,462,36,3.9
Nash Industries,Industrial Machinery,5,Bengaluru,2.3k,462,34,3.5
Landis+Gyr,Electrical Equipment,39,Noida,2.8k,462,34,2.9
SBI Mutual Fund,Financial Services,17,Mumbai,1.8k,464,30,3.8
Dana India,Auto Components,3,Pune,1.7k,462,38,4.0
Encube Ethicals,Pharma,12,Mumbai,2.3k,461,28,3.7
Anthem Biosciences,Pharma,2,Bengaluru,2.6k,461,37,3.9
Thales,IT Services & Consulting,128,Noida,3.4k,461,52,3.6
Sulekha.com,Internet,13,Chennai,1.7k,461,22,3.3
Cera Sanitaryware,Building Material,1,Ahmedabad,1.7k,461,33,4.1
RND Softech,BPO,1,Coimbatore,1.9k,462,41,3.0
Moon Beverages,Beverage,3,New Delhi,1.5k,462,26,3.9
CommScope,Telecom,4,Bengaluru,3.1k,461,41,3.8
Novotel Hotels,Hospitality,--,Mumbai,1.3k,460,27,4.0
GM Modular,Electrical Equipment,38,Mumbai,1.8k,459,27,3.8
Numeric UPS,Consumer Electronics & Appliances,35,Chennai,1.2k,471,14,4.0
Venky's,Food Processing,--,Pune,1.5k,459,26,3.7
Visaka Industries,Building Material,20,Hyderabad,1.7k,459,30,3.8
ZF Friedrichshafen,Auto Components,--,Chennai,2.1k,459,31,3.8
Aimil Pharmaceuticals,Pharma,4,New Delhi,1.9k,458,24,3.6
Comcast,Telecom,1,Chennai,4.8k,458,92,3.9
Del Monte Foods,Food Processing,11,Gurugram,1.5k,458,18,4.1
WM Universal Solutions Private Limited,Waste Management,147,Indore,2.2k,457,44,3.6
Mediamint,Marketing & Advertising,63,Hyderabad,2.9k,457,44,2.8
Subex,Software Product,4,Bengaluru,3.2k,456,36,3.4
Texmaco Rail and Engineering,Engineering & Construction,16,Kolkata,1.7k,457,26,3.8
Realty Assistant,Real Estate,16,Noida,633,455,51,3.6
Seoyon E-hwa Automotive,Auto Components,3,Chennai,2.3k,455,27,3.5
Almarai,Food Processing,--,Riyadh,835,455,24,4.2
Sahyadri Hospital,Healthcare,57,Pune,1.4k,455,32,4.2
Loadshare Networks,Logistics,15,Bengaluru,1.7k,455,44,3.6
Kiswok Industries,Iron & Steel,10,Kolkata,1.8k,455,40,3.3
Torrent Gas,Oil & Gas,3,Ahmedabad,2.2k,455,57,3.1
Yethi Consulting,IT Services & Consulting,9,Bengaluru,3.1k,456,64,3.4
Vijai Electricals,Power,5,Hyderabad,1.3k,455,18,3.6
Dharampal Premchand,FMCG,--,Noida,1.3k,454,25,4.3
ITI,Hardware & Networking,--,Bengaluru,1.4k,454,40,3.6
Prism Cement,Building Material,--,Satna,1.2k,454,38,4.0
Flamingo Pharmaceuticals,Pharma,33,Mumbai,1.9k,454,35,3.2
Jupiter Hospital,Healthcare,8,Pune,1.6k,454,23,3.9
Aditya Birla Housing Finance,NBFC,--,Mumbai,1.7k,454,20,3.8
Hyundai Glovis,Logistics,5,Anantapur,1.8k,453,26,3.8
Bandhan Life,Insurance,21,Mumbai,1.2k,453,14,3.2
Railtel Corporation Of India,Hardware & Networking,--,New Delhi,2k,453,29,3.6
CS TECH Ai,IT Services & Consulting,47,Nagpur,1.6k,453,39,4.0
MKC Infrastructure Ltd.,Engineering & Construction,11,Gandhinagar,1.4k,454,38,3.5
Iksula,IT Services & Consulting,10,Mumbai,2k,453,32,3.2
Stovekraft,Consumer Electronics & Appliances,--,Bengaluru,1.8k,453,33,4.0
ByteDance,Internet,4,Gurugram,2.2k,453,38,4.0
Indofil Industries,Agro Chemicals,--,Bharuch,1.9k,453,18,4.1
LuLu Group International,Retail,2,Kochi,2.2k,453,33,3.4
Henkel Adhesives Technologies,Chemicals,7,Pune,2k,451,22,4.1
TriGeo Technologies,IT Services & Consulting,--,Hyderabad,1.7k,451,28,3.2
Kyungshin Industrial Motherson,Electrical Equipment,--,Chennai,2.1k,451,24,3.3
Pratham Education Foundation,Education & Training,--,New Delhi,949,451,16,4.1
OLX Autos,Internet,--,Gurugram,1.5k,451,30,3.9
Stryker,Medical Equipment,66,Gurugram,3.6k,451,50,3.9
RPG Life Sciences,Pharma,9,Ankleshwar,1.6k,450,15,3.7
Prodair Air Products,Oil & Gas,--,Pune,2.3k,450,28,3.6
Realme,Consumer Electronics & Appliances,--,Gurugram,1.5k,450,32,3.7
Realme,Consumer Electronics & Appliances,--,Gurugram,1.5k,450,32,3.7
Khadims,Fashion & Textile,--,Kolkata,1.3k,450,17,3.7
Kaynes Technology,Electronics Manufacturing,2,Mysuru,1.6k,450,51,3.3
Red Hat,Software Product,80,Pune,3.6k,450,61,4.3
Bharat Bijlee,Electrical Equipment,9,Mumbai,1.5k,449,21,4.2
Kolte Patil Developers,Real Estate,25,Pune,2k,449,22,4.0
JNS Instruments,Industrial Machinery,--,Gurugram,1.8k,448,34,3.9
Synopsys,Semiconductors,119,Bengaluru,3.7k,448,105,3.6
Puravankara,Real Estate,22,Bengaluru,2k,448,24,3.5
St. Xavier's High School,Pharma,34,Gurugram,1.5k,448,18,3.7
B. Braun Medical,Healthcare,--,Mumbai,1.6k,447,21,4.1
Balmer Lawrie,Packaging,30,Kolkata,1.8k,448,35,3.6
Orient Craft,Fashion & Textile,--,Gurugram,1.4k,448,8,3.8
Miracle Software Systems,IT Services & Consulting,35,Visakhapatnam,1.9k,448,43,3.8
Dow Chemical International Private Limited,Chemicals,50,Chennai,2.2k,447,38,3.6
AIRBUS,Aviation,3,Bengaluru,4.5k,447,78,3.6
Portea Medical,Healthcare,--,Bengaluru,1.3k,447,32,3.8
Purplle.com,Retail,104,Mumbai,2k,447,36,3.6
Mahle Anand Thermal Systems,Auto Components,--,Pune,1.6k,448,30,4.1
Usha Martin,Iron & Steel,1,Ranchi,1.4k,447,23,4.0
AIRBUS,Aviation,3,Bengaluru,4.5k,447,78,3.6
Karvy Data Management,Hyderabad +41 other locations,--,Hyderabad,826,446,2,3.3
